Red,Green,Blue,Name
112,240,160,lightgreen
112,240,176,mediumaquamarine
112,240,192,aquamarine
112,240,208,aquamarine
112,240,224,aquamarine
112,240,240,aquamarine
128,0,0,maroon
128,0,16,maroon
128,0,32,maroon
128,0,48,maroon
128,0,64,brown
128,0,80,purple
128,0,96,purple
128,0,112,purple
128,0,128,purple
128,0,144,darkmagenta
128,0,160,darkmagenta
128,0,176,darkmagenta
128,0,192,darkviolet
128,0,208,darkviolet
128,0,224,darkviolet
128,0,240,darkviolet
128,16,0,maroon
128,16,16,maroon
128,16,32,maroon
128,16,48,brown
128,16,64,brown
128,16,80,purple
128,16,96,purple
128,16,112,purple
128,16,128,purple
128,16,144,darkmagenta
128,16,160,darkmagenta
128,16,176,darkmagenta
128,16,192,darkviolet
128,16,208,darkviolet
128,16,224,darkviolet
128,16,240,blueviolet
128,32,0,maroon
128,32,16,maroon
128,32,32,brown
128,32,48,brown
128,32,64,brown
128,32,80,brown
128,32,96,purple
128,32,112,purple
128,32,128,purple
128,32,144,rebeccapurple
128,32,160,rebeccapurple
128,32,176,rebeccapurple
128,32,192,darkorchid
128,32,208,blueviolet
128,32,224,blueviolet
128,32,240,blueviolet
128,48,0,saddlebrown
128,48,16,saddlebrown
128,48,32,saddlebrown
128,48,48,saddlebrown
128,48,64,brown
128,48,80,brown
128,48,96,purple
128,48,112,rebeccapurple
128,48,128,rebeccapurple
128,48,144,rebeccapurple
128,48,160,rebeccapurple
128,48,176,rebeccapurple
128,48,192,darkorchid
128,48,208,blueviolet
128,48,224,blueviolet
128,48,240,blueviolet
128,64,0,saddlebrown
128,64,16,saddlebrown
128,64,32,saddlebrown
128,64,48,saddlebrown
128,64,64,sienna
128,64,80,sienna
128,64,96,dimgray
128,64,112,dimgray
128,64,128,rebeccapurple
128,64,144,rebeccapurple
128,64,160,rebeccapurple
128,64,176,rebeccapurple
128,64,192,darkorchid
128,64,208,darkorchid
128,64,224,blueviolet
128,64,240,blueviolet
128,80,0,saddlebrown
128,80,16,saddlebrown
128,80,32,saddlebrown
128,80,48,sienna
128,80,64,sienna
128,80,80,dimgray
128,80,96,dimgray
128,80,112,dimgray
128,80,128,dimgray
128,80,144,rebeccapurple
128,80,160,rebeccapurple
128,80,176,slateblue
128,80,192,slateblue
128,80,208,slateblue
128,80,224,mediumslateblue
128,80,240,mediumslateblue
128,96,0,olive
128,96,16,saddlebrown
128,96,32,saddlebrown
128,96,48,sienna
128,96,64,sienna
128,96,80,dimgray
128,96,96,dimgray
128,96,112,dimgray
128,96,128,gray
128,96,144,gray
128,96,160,slategray
128,96,176,slateblue
128,96,192,slateblue
128,96,208,slateblue
128,96,224,mediumslateblue
128,96,240,mediumslateblue
128,112,0,olive
128,112,16,olive
128,112,32,olive
128,112,48,olivedrab
128,112,64,darkolivegreen
128,112,80,dimgray
128,112,96,dimgray
128,112,112,gray
128,112,128,gray
128,112,144,gray
128,112,160,lightslategray
128,112,176,lightslategray
128,112,192,mediumpurple
128,112,208,mediumpurple
128,112,224,mediumslateblue
128,112,240,mediumslateblue
128,128,0,olive
128,128,16,olive
128,128,32,olivedrab
128,128,48,olivedrab
128,128,64,olivedrab
128,128,80,dimgray
128,128,96,gray
128,128,112,gray
128,128,128,gray
128,128,144,lightslategray
128,128,160,lightslategray
128,128,176,lightslategray
128,128,192,mediumpurple
128,128,208,mediumpurple
128,128,224,mediumpurple
128,128,240,mediumslateblue
128,144,0,olive
128,144,16,olive
128,144,32,olivedrab
128,144,48,olivedrab
128,144,64,olivedrab
128,144,80,olivedrab
128,144,96,gray
128,144,112,gray
128,144,128,gray
128,144,144,lightslategray
128,144,160,lightslategray
128,144,176,lightslategray
128,144,192,lightslategray
128,144,208,mediumpurple
128,144,224,cornflowerblue
128,144,240,cornflowerblue
128,160,0,olive
128,160,16,olivedrab
128,160,32,olivedrab
128,160,48,olivedrab
128,160,64,olivedrab
128,160,80,olivedrab
128,160,96,gray
128,160,112,gray
128,160,128,gray
128,160,144,lightslategray
128,160,160,lightslategray
128,160,176,lightslategray
128,160,192,cadetblue
128,160,208,cornflowerblue
128,160,224,cornflowerblue
128,160,240,cornflowerblue
128,176,0,olive
128,176,16,olivedrab
128,176,32,olivedrab
128,176,48,yellowgreen
128,176,64,yellowgreen
128,176,80,yellowgreen
128,176,96,darkseagreen
128,176,112,darkseagreen
128,176,128,darkseagreen
128,176,144,darkseagreen
128,176,160,darkseagreen
128,176,176,darkseagreen
128,176,192,mediumaquamarine
128,176,208,skyblue
128,176,224,skyblue
128,176,240,skyblue
128,192,0,yellowgreen
128,192,16,yellowgreen
128,192,32,yellowgreen
128,192,48,yellowgreen
128,192,64,yellowgreen
128,192,80,yellowgreen
128,192,96,darkseagreen
128,192,112,darkseagreen
128,192,128,darkseagreen
128,192,144,darkseagreen
128,192,160,darkseagreen
128,192,176,mediumaquamarine
128,192,192,mediumaquamarine
128,192,208,skyblue
128,192,224,skyblue
128,192,240,skyblue
128,208,0,lawngreen
128,208,16,yellowgreen
128,208,32,yellowgreen
128,208,48,yellowgreen
128,208,64,yellowgreen
128,208,80,yellowgreen
128,208,96,yellowgreen
128,208,112,darkseagreen
128,208,128,darkseagreen
128,208,144,darkseagreen
128,208,160,mediumaquamarine
128,208,176,mediumaquamarine
128,208,192,mediumaquamarine
128,208,208,skyblue
128,208,224,skyblue
128,208,240,skyblue
128,224,0,lawngreen
128,224,16,lawngreen
128,224,32,yellowgreen
128,224,48,yellowgreen
128,224,64,yellowgreen
128,224,80,yellowgreen
128,224,96,lightgreen
128,224,112,lightgreen
128,224,128,lightgreen
128,224,144,lightgreen
128,224,160,lightgreen
128,224,176,mediumaquamarine
128,224,192,aquamarine
128,224,208,aquamarine
128,224,224,skyblue
128,224,240,skyblue
128,240,0,lawngreen
128,240,16,lawngreen
128,240,32,lawngreen
128,240,48,yellowgreen
128,240,64,yellowgreen
128,240,80,yellowgreen
128,240,96,lightgreen
128,240,112,lightgreen
128,240,128,lightgreen
128,240,144,lightgreen
128,240,160,lightgreen
128,240,176,palegreen
128,240,192,aquamarine
128,240,208,aquamarine
128,240,224,aquamarine
128,240,240,aquamarine
144,0,0,darkred
144,0,16,darkred
144,0,32,darkred
144,0,48,brown
144,0,64,brown
144,0,80,purple
144,0,96,purple
144,0,112,purple
144,0,128,darkmagenta
144,0,144,darkmagenta
144,0,160,darkmagenta
144,0,176,darkviolet
144,0,192,darkviolet
144,0,208,darkviolet
144,0,224,darkviolet
144,0,240,darkviolet
144,16,0,darkred
144,16,16,darkred
144,16,32,brown
144,16,48,brown
144,16,64,brown
144,16,80,brown
144,16,96,purple
144,16,112,purple
144,16,128,darkmagenta
144,16,144,darkmagenta
144,16,160,darkmagenta
144,16,176,darkviolet
144,16,192,darkviolet
144,16,208,darkviolet
144,16,224,darkviolet
144,16,240,blueviolet
144,32,0,darkred
144,32,16,brown
144,32,32,brown
144,32,48,brown
144,32,64,brown
144,32,80,brown
144,32,96,purple
144,32,112,purple
144,32,128,darkmagenta
144,32,144,darkmagenta
144,32,160,darkmagenta
144,32,176,darkorchid
144,32,192,darkorchid
144,32,208,darkorchid
144,32,224,blueviolet
144,32,240,blueviolet
144,48,0,saddlebrown
144,48,16,saddlebrown
144,48,32,brown
144,48,48,brown
144,48,64,brown
144,48,80,brown
144,48,96,brown
144,48,112,purple
144,48,128,rebeccapurple
144,48,144,rebeccapurple
144,48,160,rebeccapurple
144,48,176,darkorchid
144,48,192,darkorchid
144,48,208,darkorchid
144,48,224,blueviolet
144,48,240,blueviolet
144,64,0,saddlebrown
144,64,16,saddlebrown
144,64,32,saddlebrown
144,64,48,sienna
144,64,64,sienna
144,64,80,sienna
144,64,96,sienna
144,64,112,dimgray
144,64,128,rebeccapurple
144,64,144,rebeccapurple
144,64,160,rebeccapurple
144,64,176,darkorchid
144,64,192,darkorchid
144,64,208,darkorchid
144,64,224,blueviolet
144,64,240,blueviolet
144,80,0,saddlebrown
144,80,16,saddlebrown
144,80,32,saddlebrown
144,80,48,sienna
144,80,64,sienna
144,80,80,sienna
144,80,96,dimgray
144,80,112,dimgray
144,80,128,gray
144,80,144,rebeccapurple
144,80,160,rebeccapurple
144,80,176,darkorchid
144,80,192,darkorchid
144,80,208,darkorchid
144,80,224,mediumpurple
144,80,240,mediumslateblue
144,96,0,saddlebrown
144,96,16,saddlebrown
144,96,32,sienna
144,96,48,sienna
144,96,64,sienna
144,96,80,sienna
144,96,96,dimgray
144,96,112,gray
144,96,128,gray
144,96,144,gray
144,96,160,lightslategray
144,96,176,mediumpurple
144,96,192,mediumpurple
144,96,208,mediumpurple
144,96,224,mediumpurple
144,96,240,mediumslateblue
144,112,0,olive
144,112,16,olive
144,112,32,sienna
144,112,48,sienna
144,112,64,sienna
144,112,80,dimgray
144,112,96,gray
144,112,112,gray
144,112,128,gray
144,112,144,gray
144,112,160,lightslategray
144,112,176,lightslategray
144,112,192,mediumpurple
144,112,208,mediumpurple
144,112,224,mediumpurple
144,112,240,mediumpurple
144,128,0,olive
144,128,16,olive
144,128,32,olive
144,128,48,olivedrab
144,128,64,olivedrab
144,128,80,gray
144,128,96,gray
144,128,112,gray
144,128,128,gray
144,128,144,gray
144,128,160,lightslategray
144,128,176,lightslategray
144,128,192,mediumpurple
144,128,208,mediumpurple
144,128,224,mediumpurple
144,128,240,mediumpurple
144,144,0,olive
144,144,16,olive
144,144,32,olivedrab
144,144,48,olivedrab
144,144,64,olivedrab
144,144,80,gray
144,144,96,gray
144,144,112,gray
144,144,128,gray
144,144,144,gray
144,144,160,lightslategray
144,144,176,lightslategray
144,144,192,mediumpurple
144,144,208,mediumpurple
144,144,224,mediumpurple
144,144,240,mediumpurple
144,160,0,olive
144,160,16,olive
144,160,32,olivedrab
144,160,48,olivedrab
144,160,64,yellowgreen
144,160,80,yellowgreen
144,160,96,gray
144,160,112,gray
144,160,128,darkseagreen
144,160,144,darkseagreen
144,160,160,darkgray
144,160,176,darkgray
144,160,192,darkgray
144,160,208,darkgray
144,160,224,cornflowerblue
144,160,240,cornflowerblue
144,176,0,olive
144,176,16,yellowgreen
144,176,32,yellowgreen
144,176,48,yellowgreen
144,176,64,yellowgreen
144,176,80,yellowgreen
144,176,96,darkkhaki
144,176,112,darkseagreen
144,176,128,darkseagreen
144,176,144,darkseagreen
144,176,160,darkseagreen
144,176,176,darkgray
144,176,192,darkgray
144,176,208,lightsteelblue
144,176,224,skyblue
144,176,240,skyblue
144,192,0,yellowgreen
144,192,16,yellowgreen
144,192,32,yellowgreen
144,192,48,yellowgreen
144,192,64,yellowgreen
144,192,80,yellowgreen
144,192,96,darkseagreen
144,192,112,darkseagreen
144,192,128,darkseagreen
144,192,144,darkseagreen
144,192,160,darkseagreen
144,192,176,darkseagreen
144,192,192,darkgray
144,192,208,skyblue
144,192,224,skyblue
144,192,240,skyblue
144,208,0,lawngreen
144,208,16,yellowgreen
144,208,32,yellowgreen
144,208,48,yellowgreen
144,208,64,yellowgreen
144,208,80,yellowgreen
144,208,96,yellowgreen
144,208,112,darkseagreen
144,208,128,darkseagreen
144,208,144,darkseagreen
144,208,160,darkseagreen
144,208,176,darkseagreen
144,208,192,skyblue
144,208,208,skyblue
144,208,224,skyblue
144,208,240,skyblue
144,224,0,lawngreen
144,224,16,lawngreen
144,224,32,yellowgreen
144,224,48,yellowgreen
144,224,64,yellowgreen
144,224,80,yellowgreen
144,224,96,lightgreen
144,224,112,lightgreen
144,224,128,lightgreen
144,224,144,lightgreen
144,224,160,lightgreen
144,224,176,lightgreen
144,224,192,aquamarine
144,224,208,skyblue
144,224,224,skyblue
144,224,240,skyblue
144,240,0,chartreuse
144,240,16,chartreuse
144,240,32,greenyellow
144,240,48,greenyellow
144,240,64,greenyellow
144,240,80,greenyellow
144,240,96,lightgreen
144,240,112,lightgreen
144,240,128,lightgreen
144,240,144,lightgreen
144,240,160,palegreen
144,240,176,palegreen
144,240,192,aquamarine
144,240,208,aquamarine
144,240,224,aquamarine
144,240,240,paleturquoise
160,0,0,darkred
160,0,16,darkred
160,0,32,darkred
160,0,48,firebrick
160,0,64,brown
160,0,80,brown
160,0,96,purple
160,0,112,darkmagenta
160,0,128,darkmagenta
160,0,144,darkmagenta
160,0,160,darkmagenta
160,0,176,darkviolet
160,0,192,darkviolet
160,0,208,darkviolet
160,0,224,darkviolet
160,0,240,darkviolet
160,16,0,darkred
160,16,16,darkred
160,16,32,firebrick
160,16,48,brown
160,16,64,brown
160,16,80,brown
160,16,96,purple
160,16,112,darkmagenta
160,16,128,darkmagenta
160,16,144,darkmagenta
160,16,160,darkmagenta
160,16,176,darkviolet
160,16,192,darkviolet
160,16,208,darkviolet
160,16,224,darkviolet
160,16,240,darkviolet
160,32,0,darkred
160,32,16,firebrick
160,32,32,brown
160,32,48,brown
160,32,64,brown
160,32,80,brown
160,32,96,mediumvioletred
160,32,112,mediumvioletred
160,32,128,darkmagenta
160,32,144,darkmagenta
160,32,160,darkmagenta
160,32,176,darkorchid
160,32,192,darkorchid
160,32,208,darkorchid
160,32,224,blueviolet
160,32,240,blueviolet
160,48,0,saddlebrown
160,48,16,brown
160,48,32,brown
160,48,48,brown
160,48,64,brown
160,48,80,brown
160,48,96,brown
160,48,112,mediumvioletred
160,48,128,mediumvioletred
160,48,144,mediumvioletred
160,48,160,darkorchid
160,48,176,darkorchid
160,48,192,darkorchid
160,48,208,darkorchid
160,48,224,darkorchid
160,48,240,blueviolet
160,64,0,saddlebrown
160,64,16,saddlebrown
160,64,32,sienna
160,64,48,sienna
160,64,64,sienna
160,64,80,sienna
160,64,96,indianred
160,64,112,indianred
160,64,128,mediumvioletred
160,64,144,mediumvioletred
160,64,160,darkorchid
160,64,176,darkorchid
160,64,192,darkorchid
160,64,208,darkorchid
160,64,224,darkorchid
160,64,240,blueviolet
160,80,0,saddlebrown
160,80,16,saddlebrown
160,80,32,sienna
160,80,48,sienna
160,80,64,sienna
160,80,80,sienna
160,80,96,indianred
160,80,112,indianred
160,80,128,gray
160,80,144,gray
160,80,160,darkorchid
160,80,176,darkorchid
160,80,192,mediumorchid
160,80,208,mediumorchid
160,80,224,mediumorchid
160,80,240,mediumorchid
160,96,0,saddlebrown
160,96,16,sienna
160,96,32,sienna
160,96,48,sienna
160,96,64,sienna
160,96,80,sienna
160,96,96,indianred
160,96,112,gray
160,96,128,gray
160,96,144,gray
160,96,160,gray
160,96,176,mediumorchid
160,96,192,mediumpurple
160,96,208,mediumpurple
160,96,224,mediumpurple
160,96,240,mediumpurple
160,112,0,darkgoldenrod
160,112,16,darkgoldenrod
160,112,32,sienna
160,112,48,sienna
160,112,64,sienna
160,112,80,sienna
160,112,96,gray
160,112,112,gray
160,112,128,gray
160,112,144,gray
160,112,160,rosybrown
160,112,176,mediumpurple
160,112,192,mediumpurple
160,112,208,mediumpurple
160,112,224,mediumpurple
160,112,240,mediumpurple
160,128,0,darkgoldenrod
160,128,16,darkgoldenrod
160,128,32,darkgoldenrod
160,128,48,darkgoldenrod
160,128,64,peru
160,128,80,peru
160,128,96,gray
160,128,112,gray
160,128,128,gray
160,128,144,rosybrown
160,128,160,rosybrown
160,128,176,darkgray
160,128,192,mediumpurple
160,128,208,mediumpurple
160,128,224,mediumpurple
160,128,240,mediumpurple
160,144,0,darkgoldenrod
160,144,16,darkgoldenrod
160,144,32,darkgoldenrod
160,144,48,darkgoldenrod
160,144,64,peru
160,144,80,peru
160,144,96,gray
160,144,112,gray
160,144,128,rosybrown
160,144,144,rosybrown
160,144,160,darkgray
160,144,176,darkgray
160,144,192,darkgray
160,144,208,mediumpurple
160,144,224,mediumpurple
160,144,240,mediumpurple
160,160,0,darkgoldenrod
160,160,16,darkgoldenrod
160,160,32,darkgoldenrod
160,160,48,yellowgreen
160,160,64,yellowgreen
160,160,80,darkkhaki
160,160,96,darkkhaki
160,160,112,darkkhaki
160,160,128,darkseagreen
160,160,144,darkgray
160,160,160,darkgray
160,160,176,darkgray
160,160,192,darkgray
160,160,208,darkgray
160,160,224,lightsteelblue
160,160,240,lightsteelblue
160,176,0,darkgoldenrod
160,176,16,yellowgreen
160,176,32,yellowgreen
160,176,48,yellowgreen
160,176,64,yellowgreen
160,176,80,darkkhaki
160,176,96,darkkhaki
160,176,112,darkkhaki
160,176,128,darkseagreen
160,176,144,darkseagreen
160,176,160,darkgray
160,176,176,darkgray
160,176,192,darkgray
160,176,208,lightsteelblue
160,176,224,lightsteelblue
160,176,240,lightsteelblue
160,192,0,yellowgreen
160,192,16,yellowgreen
160,192,32,yellowgreen
160,192,48,yellowgreen
160,192,64,yellowgreen
160,192,80,yellowgreen
160,192,96,darkkhaki
160,192,112,darkkhaki
160,192,128,darkseagreen
160,192,144,darkseagreen
160,192,160,darkseagreen
160,192,176,darkgray
160,192,192,silver
160,192,208,lightsteelblue
160,192,224,lightsteelblue
160,192,240,lightsteelblue
160,208,0,yellowgreen
160,208,16,yellowgreen
160,208,32,yellowgreen
160,208,48,yellowgreen
160,208,64,yellowgreen
160,208,80,yellowgreen
160,208,96,darkkhaki
160,208,112,darkkhaki
160,208,128,darkseagreen
160,208,144,darkseagreen
160,208,160,darkseagreen
160,208,176,silver
160,208,192,silver
160,208,208,lightsteelblue
160,208,224,lightblue
160,208,240,lightblue
160,224,0,chartreuse
160,224,16,yellowgreen
160,224,32,yellowgreen
160,224,48,yellowgreen
160,224,64,yellowgreen
160,224,80,yellowgreen
160,224,96,yellowgreen
160,224,112,lightgreen
160,224,128,lightgreen
160,224,144,lightgreen
160,224,160,lightgreen
160,224,176,palegreen
160,224,192,lightblue
160,224,208,lightblue
160,224,224,lightblue
160,224,240,lightblue
160,240,0,chartreuse
160,240,16,greenyellow
160,240,32,greenyellow
160,240,48,greenyellow
160,240,64,greenyellow
160,240,80,greenyellow
160,240,96,lightgreen
160,240,112,lightgreen
160,240,128,lightgreen
160,240,144,palegreen
160,240,160,palegreen
160,240,176,palegreen
160,240,192,aquamarine
160,240,208,powderblue
160,240,224,paleturquoise
160,240,240,paleturquoise
176,0,0,darkred
176,0,16,firebrick
176,0,32,firebrick
176,0,48,firebrick
176,0,64,firebrick
176,0,80,crimson
176,0,96,mediumvioletred
176,0,112,mediumvioletred
176,0,128,mediumvioletred
176,0,144,mediumvioletred
176,0,160,mediumvioletred
176,0,176,darkviolet
176,0,192,darkviolet
176,0,208,darkviolet
176,0,224,darkviolet
176,0,240,darkviolet
176,16,0,firebrick
176,16,16,firebrick
176,16,32,firebrick
176,16,48,firebrick
176,16,64,firebrick
176,16,80,brown
176,16,96,mediumvioletred
176,16,112,mediumvioletred
176,16,128,mediumvioletred
176,16,144,mediumvioletred
176,16,160,mediumvioletred
176,16,176,darkviolet
176,16,192,darkviolet
176,16,208,darkviolet
176,16,224,darkviolet
176,16,240,darkviolet
176,32,0,firebrick
176,32,16,firebrick
176,32,32,firebrick
176,32,48,firebrick
176,32,64,brown
176,32,80,brown
176,32,96,mediumvioletred
176,32,112,mediumvioletred
176,32,128,mediumvioletred
176,32,144,mediumvioletred
176,32,160,mediumvioletred
176,32,176,darkorchid
176,32,192,darkorchid
176,32,208,darkorchid
176,32,224,darkorchid
176,32,240,blueviolet
176,48,0,firebrick
176,48,16,firebrick
176,48,32,firebrick
176,48,48,brown
176,48,64,brown
176,48,80,brown
176,48,96,mediumvioletred
176,48,112,mediumvioletred
176,48,128,mediumvioletred
176,48,144,mediumvioletred
176,48,160,mediumvioletred
176,48,176,darkorchid
176,48,192,darkorchid
176,48,208,darkorchid
176,48,224,darkorchid
176,48,240,blueviolet
176,64,0,saddlebrown
176,64,16,firebrick
176,64,32,brown
176,64,48,sienna
176,64,64,sienna
176,64,80,indianred
176,64,96,indianred
176,64,112,indianred
176,64,128,mediumvioletred
176,64,144,mediumvioletred
176,64,160,darkorchid
176,64,176,darkorchid
176,64,192,darkorchid
176,64,208,mediumorchid
176,64,224,mediumorchid
176,64,240,mediumorchid
176,80,0,saddlebrown
176,80,16,sienna
176,80,32,sienna
176,80,48,sienna
176,80,64,sienna
176,80,80,indianred
176,80,96,indianred
176,80,112,indianred
176,80,128,indianred
176,80,144,palevioletred
176,80,160,mediumorchid
176,80,176,mediumorchid
176,80,192,mediumorchid
176,80,208,mediumorchid
176,80,224,mediumorchid
176,80,240,mediumorchid
176,96,0,darkgoldenrod
176,96,16,sienna
176,96,32,sienna
176,96,48,sienna
176,96,64,sienna
176,96,80,indianred
176,96,96,indianred
176,96,112,indianred
176,96,128,indianred
176,96,144,palevioletred
176,96,160,palevioletred
176,96,176,mediumorchid
176,96,192,mediumorchid
176,96,208,mediumorchid
176,96,224,mediumorchid
176,96,240,mediumorchid
176,112,0,darkgoldenrod
176,112,16,darkgoldenrod
176,112,32,darkgoldenrod
176,112,48,sienna
176,112,64,peru
176,112,80,indianred
176,112,96,indianred
176,112,112,indianred
176,112,128,rosybrown
176,112,144,rosybrown
176,112,160,rosybrown
176,112,176,mediumorchid
176,112,192,mediumorchid
176,112,208,mediumorchid
176,112,224,mediumpurple
176,112,240,mediumpurple
176,128,0,darkgoldenrod
176,128,16,darkgoldenrod
176,128,32,darkgoldenrod
176,128,48,peru
176,128,64,peru
176,128,80,peru
176,128,96,peru
176,128,112,rosybrown
176,128,128,rosybrown
176,128,144,rosybrown
176,128,160,rosybrown
176,128,176,rosybrown
176,128,192,mediumpurple
176,128,208,mediumpurple
176,128,224,mediumpurple
176,128,240,mediumpurple
176,144,0,darkgoldenrod
176,144,16,darkgoldenrod
176,144,32,darkgoldenrod
176,144,48,peru
176,144,64,peru
176,144,80,peru
176,144,96,darkkhaki
176,144,112,rosybrown
176,144,128,rosybrown
176,144,144,rosybrown
176,144,160,rosybrown
176,144,176,darkgray
176,144,192,darkgray
176,144,208,mediumpurple
176,144,224,mediumpurple
176,144,240,mediumpurple
176,160,0,darkgoldenrod
176,160,16,darkgoldenrod
176,160,32,darkgoldenrod
176,160,48,peru
176,160,64,peru
176,160,80,darkkhaki
176,160,96,darkkhaki
176,160,112,darkkhaki
176,160,128,rosybrown
176,160,144,rosybrown
176,160,160,darkgray
176,160,176,darkgray
176,160,192,darkgray
176,160,208,lightsteelblue
176,160,224,lightsteelblue
176,160,240,lightsteelblue
176,176,0,darkgoldenrod
176,176,16,darkgoldenrod
176,176,32,yellowgreen
176,176,48,yellowgreen
176,176,64,yellowgreen
176,176,80,darkkhaki
176,176,96,darkkhaki
176,176,112,darkkhaki
176,176,128,darkkhaki
176,176,144,darkgray
176,176,160,darkgray
176,176,176,darkgray
176,176,192,silver
176,176,208,lightsteelblue
176,176,224,lightsteelblue
176,176,240,lightsteelblue
176,192,0,yellowgreen
176,192,16,yellowgreen
176,192,32,yellowgreen
176,192,48,yellowgreen
176,192,64,yellowgreen
176,192,80,darkkhaki
176,192,96,darkkhaki
176,192,112,darkkhaki
176,192,128,darkkhaki
176,192,144,darkseagreen
176,192,160,darkgray
176,192,176,silver
176,192,192,silver
176,192,208,lightsteelblue
176,192,224,lightsteelblue
176,192,240,lightsteelblue
176,208,0,yellowgreen
176,208,16,yellowgreen
176,208,32,yellowgreen
176,208,48,yellowgreen
176,208,64,yellowgreen
176,208,80,yellowgreen
176,208,96,darkkhaki
176,208,112,darkkhaki
176,208,128,darkkhaki
176,208,144,darkseagreen
176,208,160,silver
176,208,176,silver
176,208,192,silver
176,208,208,lightsteelblue
176,208,224,lightblue
176,208,240,lightblue
176,224,0,greenyellow
176,224,16,greenyellow
176,224,32,yellowgreen
176,224,48,yellowgreen
176,224,64,yellowgreen
176,224,80,yellowgreen
